As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance,Balance Difference,Match Status
08-04-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,2604,2604,0,Match
08-04-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,50617,50617,0,Match
09-04-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,75383,18096,57287,Break
09-04-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,92191,25061,67130,Break
09-04-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,7903,7903,0,Match
09-04-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,67942,8873,59069,Break
10-04-2023,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,75344,75344,0,Match
10-04-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,54578,54578,0,Match
10-04-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,32460,32460,0,Match
10-04-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,58791,19240,39551,Break
11-04-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,32980,32980,0,Match
11-04-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,16996,16996,0,Match
13-04-2023,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,1089,1089,0,Match
13-04-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,18536,18536,0,Match
13-04-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,385,385,0,Match
14-04-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,73603,73603,0,Match
15-04-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,95633,95633,0,Match
15-04-2023,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,83556,83556,0,Match
16-04-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,98435,98435,0,Match
16-04-2023,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,40611,40611,0,Match
17-04-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,46897,68253,-21356,Break
17-04-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,24524,24524,0,Match
17-04-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,83969,83969,0,Match
17-04-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,11467,11467,0,Match
18-04-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,94294,94294,0,Match
19-04-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,19717,52633,-32916,Break
19-04-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,81950,7911,74039,Break
19-04-2023,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,20314,20314,0,Match
20-04-2023,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,35852,35852,0,Match
21-04-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,22885,1329,21556,Break
21-04-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,52098,52098,0,Match
22-04-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,20594,57852,-37258,Break
23-04-2023,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,28243,28243,0,Match
23-04-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,49398,49398,0,Match
23-04-2023,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,99576,99576,0,Match
23-04-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,69001,69001,0,Match
24-04-2023,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,88650,88650,0,Match
24-04-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,94243,36121,58122,Break
25-04-2023,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,4567,4567,0,Match
26-04-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,54786,54786,0,Match
26-04-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,79958,79958,0,Match
26-04-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,19458,19458,0,Match
27-04-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,95313,95313,0,Match
28-04-2023,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,45562,90552,-44990,Break
29-04-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,90866,31495,59371,Break
30-04-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,31787,31787,0,Match
30-04-2023,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,98793,98793,0,Match
01-05-2023,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,6984,6984,0,Match
02-05-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,91738,91738,0,Match
03-05-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,33900,33900,0,Match
03-05-2023,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,63529,90133,-26604,Break
04-05-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,83011,47955,35056,Break
04-05-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,37089,37089,0,Match
04-05-2023,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,63714,63714,0,Match
05-05-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,40322,40322,0,Match
05-05-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,38832,38832,0,Match
06-05-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,58546,58546,0,Match
06-05-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,31873,31873,0,Match
06-05-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,96479,96479,0,Match
06-05-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,10280,30548,-20268,Break
07-05-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,75057,87827,-12770,Break
07-05-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,62590,62590,0,Match
07-05-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,6529,6529,0,Match
08-05-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,127,127,0,Match
08-05-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,58701,58701,0,Match
11-05-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,47749,47749,0,Match
11-05-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,96225,96225,0,Match
11-05-2023,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,76005,76005,0,Match
13-05-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,52484,19150,33334,Break
13-05-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,10233,22255,-12022,Break
14-05-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,91497,21858,69639,Break
14-05-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,8153,25879,-17726,Break
14-05-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,22481,22481,0,Match
15-05-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,82915,82915,0,Match
15-05-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,52745,52745,0,Match
16-05-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,59107,59107,0,Match
17-05-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,81243,81243,0,Match
17-05-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,23024,26637,-3613,Break
17-05-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,23798,85124,-61326,Break
17-05-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,68322,68322,0,Match
17-05-2023,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,64138,1395,62743,Break
19-05-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,64913,64913,0,Match
19-05-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,49483,49483,0,Match
20-05-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,48913,48913,0,Match
20-05-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,98105,68654,29451,Break
20-05-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,3646,3646,0,Match
20-05-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,14959,14959,0,Match
21-05-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,87705,3270,84435,Break
22-05-2023,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,43718,43718,0,Match
22-05-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,88994,88994,0,Match
23-05-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,80732,62820,17912,Break
24-05-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,35029,35029,0,Match
25-05-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,43866,48621,-4755,Break
25-05-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,75602,57140,18462,Break
26-05-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,6449,6449,0,Match
26-05-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,98607,98607,0,Match
26-05-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,31073,31073,0,Match
27-05-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,4160,4160,0,Match
27-05-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,4768,4768,0,Match
27-05-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,34267,34267,0,Match
27-05-2023,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,70858,90120,-19262,Break
27-05-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,60423,60423,0,Match
28-05-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,51789,51789,0,Match
28-05-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,63713,18510,45203,Break
28-05-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,71800,71800,0,Match
28-05-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,73335,73335,0,Match
28-05-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,53968,53968,0,Match
28-05-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,7842,7842,0,Match
28-05-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,93106,93106,0,Match
28-05-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,40525,40525,0,Match
29-05-2023,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,88133,98674,-10541,Break
29-05-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,1726,1726,0,Match
29-05-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,35756,35756,0,Match
30-05-2023,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,80606,80606,0,Match
30-05-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,51025,51025,0,Match
30-05-2023,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,76756,45903,30853,Break
30-05-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,97798,97798,0,Match
30-05-2023,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,71982,12720,59262,Break
31-05-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,2740,55085,-52345,Break
31-05-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,35493,64170,-28677,Break
31-05-2023,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,26671,79750,-53079,Break
31-05-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,16397,85910,-69513,Break
31-05-2023,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,6767,6767,0,Match
01-06-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,28935,28935,0,Match
03-06-2023,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,41689,41689,0,Match
03-06-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,15995,15995,0,Match
03-06-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,9201,9201,0,Match
04-06-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,30175,30175,0,Match
05-06-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,16356,88547,-72191,Break
05-06-2023,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,83982,26154,57828,Break
05-06-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,7704,7704,0,Match
05-06-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,87050,48238,38812,Break
05-06-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,23921,23921,0,Match
05-06-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,16306,16306,0,Match
05-06-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,42889,42889,0,Match
06-06-2023,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,15487,37951,-22464,Break
06-06-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,2553,2553,0,Match
07-06-2023,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,20549,20549,0,Match
07-06-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,59918,59918,0,Match
08-06-2023,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,68483,68483,0,Match
08-06-2023,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,35982,35982,0,Match
09-06-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,71623,9214,62409,Break
09-06-2023,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,71242,71242,0,Match
09-06-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,72340,72340,0,Match
10-06-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,82868,64577,18291,Break
11-06-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,71191,59100,12091,Break
12-06-2023,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,8876,84297,-75421,Break
13-06-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,40977,10637,30340,Break
13-06-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,92447,92447,0,Match
13-06-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,79295,79295,0,Match
14-06-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,23568,93753,-70185,Break
14-06-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,65490,68311,-2821,Break
14-06-2023,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,8470,8470,0,Match
15-06-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,94689,94689,0,Match
15-06-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,51834,55600,-3766,Break
15-06-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,65434,65434,0,Match
15-06-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,87514,87514,0,Match
16-06-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,59266,59266,0,Match
16-06-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,63755,63755,0,Match
17-06-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,12396,12396,0,Match
17-06-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,78582,78582,0,Match
18-06-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,49607,49607,0,Match
18-06-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,73081,73081,0,Match
18-06-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,95074,95074,0,Match
19-06-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,91385,91385,0,Match
19-06-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,59523,59523,0,Match
20-06-2023,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,94271,40503,53768,Break
20-06-2023,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,32916,32916,0,Match
20-06-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,56646,56646,0,Match
21-06-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,17185,17318,-133,Break
21-06-2023,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,16760,16760,0,Match
21-06-2023,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,6564,6564,0,Match
21-06-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,49570,49570,0,Match
22-06-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,88663,88663,0,Match
22-06-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,49797,65471,-15674,Break
24-06-2023,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,80098,80098,0,Match
25-06-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,75375,82617,-7242,Break
25-06-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,32472,32472,0,Match
25-06-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,8063,85078,-77015,Break
27-06-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,83394,83394,0,Match
27-06-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,94888,24232,70656,Break
28-06-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,65031,71064,-6033,Break
28-06-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,73158,73158,0,Match
29-06-2023,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,38592,8880,29712,Break
30-06-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,78909,78909,0,Match
01-07-2023,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,50516,50516,0,Match
01-07-2023,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,2984,2984,0,Match
02-07-2023,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,26459,19223,7236,Break
05-07-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,41032,41032,0,Match
06-07-2023,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,36489,36635,-146,Break
08-07-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,36674,36674,0,Match
08-07-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,59980,59980,0,Match
08-07-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,6130,6130,0,Match
09-07-2023,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,66818,66818,0,Match
12-07-2023,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,20807,20807,0,Match
12-07-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,79089,41914,37175,Break
12-07-2023,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,45589,45589,0,Match
12-07-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,86262,86262,0,Match
13-07-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,70495,35508,34987,Break
13-07-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,39829,39829,0,Match
13-07-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,34544,95714,-61170,Break
14-07-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,37386,37386,0,Match
14-07-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,44033,44033,0,Match
15-07-2023,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,71836,71836,0,Match
15-07-2023,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,9352,9352,0,Match
15-07-2023,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,22158,12268,9890,Break
15-07-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,73694,75649,-1955,Break
16-07-2023,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,34621,33025,1596,Break
17-07-2023,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,64376,64376,0,Match
17-07-2023,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,58394,16577,41817,Break
17-07-2023,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,73798,97506,-23708,Break
18-07-2023,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,31010,31010,0,Match
18-07-2023,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,63013,63013,0,Match
19-07-2023,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,62082,34743,27339,Break
19-07-2023,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,84076,8588,75488,Break
19-07-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,13107,13107,0,Match
19-07-2023,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,55464,55464,0,Match
20-07-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,42484,78339,-35855,Break
20-07-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,11976,11976,0,Match
21-07-2023,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,18321,8447,9874,Break
21-07-2023,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,95245,95245,0,Match
21-07-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,36668,83068,-46400,Break
22-07-2023,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,29794,29794,0,Match
23-07-2023,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,66697,66697,0,Match
23-07-2023,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,4040,4040,0,Match
23-07-2023,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,72320,5052,67268,Break
24-07-2023,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,66166,74912,-8746,Break
24-07-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,84273,84273,0,Match
24-07-2023,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,90397,90397,0,Match
25-07-2023,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,94279,8385,85894,Break
27-07-2023,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,99973,18910,81063,Break
